
 10
  0  26  53  61  40  49  45 145  10  53
 26   0  45  25   2   5  29  65   4   5
 53  45   0  10  41  74   2  50  37  50
 61  25  10   0  17  40   4  20  29  20
 40   2  41  17   0   5  25  45  10   1
 49   5  74  40   5   0  52  68  17   4
 45  29   2   4  25  52   0  40  25  32
145  65  50  20  45  68  40   0  85  40
 10   4  37  29  10  17  25  85   0  17
 53   5  50  20   1   4  32  40  17   0
 
  0   9   5   2   3   1   8   1   4   6
  9   0   7   9   9   0   6   8   0   0
  5   7   0   5   8   5   5   6   0   8
  2   9   5   0   1   2   6   9   9   6
  3   9   8   1   0   8   7   1   7   2
  1   0   5   2   8   0   4   8   5   9
  8   6   5   6   7   4   0   0   6   6
  1   8   6   9   1   8   0   0   7   4
  4   0   0   9   7   5   6   7   0   7
  6   0   8   6   2   9   6   4   7   0
 
  9   4   0   5   3   9   2   7   5   6
  5   5   9   0   2   2   2   5   5   0
  0   6   5   9   9   4   6   2   0   7
  3   1   8   7   2   9   6   5   8   2
  7   5   4   3   3   1   0   6   9   8
  1   6   4   5   1   3   0   9   5   2
  4   0   2   2   3   6   6   5   4   0
  1   1   6   8   3   7   0   1   7   1
  2   3   2   4   1   4   9   2   9   9
  5   3   5   2   8   2   2   0   9   1
