
 10
  0  82  40  68  74  40 106  40   4 999
 82   0  18   2  20  10  16  74  50  40
 40  18   0 999  50 999  58  80 999  34
 68   2 999   0  10   4 999  52  40 999
 74  20  50  10   0  10 999  26  50  20
 40  10 999   4  10   0  18  32 999  10
106  16  58 999 999  18   0  50  74  40
 40  74  80  52  26  32  50   0  36  10
  4  50 999  40  50 999  74  36   0  10
999  40  34 999  20  10  40  10  10   0
 
  0   8   9   9   8   2   5   9   1   0
  8   0   1   8   7   8   0   3   9   1
  9   1   0   8   9   5   2   5   9   2
  9   8   8   0   6   9   4   3   8   6
  8   7   9   6   0   8   5   5   6   3
  2   8   5   9   8   0   8   2   8   7
  5   0   2   4   5   8   0   4   6   7
  9   3   5   3   5   2   4   0   6   6
  1   9   9   8   6   8   6   6   0   3
  0   1   2   6   3   7   7   6   3   0
 
  0   6   5   8   6   2   2   5   8   1
  9   4   7   5   7   0   3   5   1   6
  2   2   2   3   6   8   8   7   5   9
  2   4   3   0   2   9   9   1   4   8
  8   7   7   1   4   9   9   7   1   6
  1   8   2   5   9   8   8   9   3   2
  6   3   2   0   0   0   9   6   4   3
  9   2   3   0   3   0   1   5   9   4
  8   1   7   4   1   7   6   0   0   2
  2   8   7   4   2   0   6   2   4   4
