
 10
  0   4  10  26  41  13   4 999 999  45
  4   0  18  10 999  29   8  25 999 999
 10  18   0  52  37  29  26   1  20  25
 26  10  52   0  25  65  26  61 128 999
 41 999  37  25   0 100 999  36  73   8
 13  29  29  65 100   0 999 999  81 100
  4   8  26  26 999 999   0 999  90  73
999  25   1  61  36 999 999   0 999  20
999 999  20 128  73  81  90 999   0  37
 45 999  25 999   8 100  73  20  37   0
 
  0   4   6   6   8   9   1   6   1   8
  4   0   2   9   7   6   0   9   4   7
  6   2   0   4   2   9   1   9   0   9
  6   9   4   0   0   3   5   1   9   6
  8   7   2   0   0   6   4   4   1   2
  9   6   9   3   6   0   4   9   9   8
  1   0   1   5   4   4   0   7   8   5
  6   9   9   1   4   9   7   0   8   9
  1   4   0   9   1   9   8   8   0   8
  8   7   9   6   2   8   5   9   8   0
 
  5   5   5   1   5   0   0   1   2   0
  4   7   5   7   0   5   9   4   8   8
  6   6   9   4   9   3   3   6   3   5
  0   3   3   5   1   2   0   4   3   1
  8   2   9   7   6   6   2   9   3   8
  5   1   6   1   8   0   6   6   7   8
  5   6   5   6   9   3   6   9   4   0
  2   1   6   5   6   7   3   2   2   6
  7   8   0   3   4   7   8   1   7   8
  7   3   6   5   5   1   3   0   6   5
