
 10
  0  29   4  45 999  37  61   8   2  18
 29   0  25  20  52  32  16  25  45  65
  4  25   0  25  17 999  41  20 999 999
 45  20  25   0  80   4   4  65  65  45
999  52  17  80   0  68 100 999   1  29
 37  32 999   4  68   0  16  65  53  25
 61  16  41   4 100  16   0  73  85  73
  8  25  20  65 999  65  73   0 999  50
  2  45 999  65   1  53  85 999   0  20
 18  65 999  45  29  25  73  50  20   0
 
  0   8   9   1   9   0   2   0   1   4
  8   0   0   5   6   5   3   1   2   6
  9   0   0   7   7   3   4   8   7   0
  1   5   7   0   4   0   9   6   7   8
  9   6   7   4   0   7   5   5   9   5
  0   5   3   0   7   0   2   0   8   7
  2   3   4   9   5   2   0   9   7   7
  0   1   8   6   5   0   9   0   4   0
  1   2   7   7   9   8   7   4   0   5
  4   6   0   8   5   7   7   0   5   0
 
  6   2   6   8   1   6   0   4   8   9
  7   9   9   8   5   8   6   3   1   3
  8   1   8   3   9   9   4   0   7   5
  3   2   1   1   6   5   4   5   2   7
  5   7   8   6   9   0   0   7   1   0
  8   9   0   3   6   2   2   2   1   3
  9   9   5   8   5   6   6   0   9   9
  6   5   2   9   9   7   1   7   1   2
  1   3   7   5   6   4   9   7   4   9
  3   9   8   3   2   6   0   2   9   4
