
 10
  0  20  50  20  45 100  18  26  13  41
 20   0  10  16  29  80   2  58  17  49
 50  10   0  18  17  50  20  72  25  45
 20  16  18   0   5  32  26  18   1   9
 45  29  17   5   0  13  45  29  10   8
100  80  50  32  13   0 106  50  41  17
 18   2  20  26  45 106   0  68  25  65
 26  58  72  18  29  50  68   0  13   9
 13  17  25   1  10  41  25  13   0  10
 41  49  45   9   8  17  65   9  10   0
 
  0   3   0   5   0   6   1   0   4   3
  3   0   9   2   2   6   1   1   1   5
  0   9   0   4   2   5   6   7   4   2
  5   2   4   0   3   4   8   1   9   8
  0   2   2   3   0   0   3   2   2   2
  6   6   5   4   0   0   7   3   9   2
  1   1   6   8   3   7   0   2   9   0
  0   1   7   1   2   3   2   0   5   9
  4   1   4   9   2   9   9   5   0   1
  3   5   2   8   2   2   0   9   1   0
 
  9   6   0   9   1   4   5   8   2   1
  6   9   4   3   7   9   2   9   2   6
  2   9   1   6   2   8   4   2   4   6
  2   1   6   6   8   5   7   3   7   6
  4   0   8   0   3   8   9   5   9   6
  3   8   0   2   1   1   6   0   5   5
  5   9   9   0   7   0   9   2   2   3
  8   9   4   6   1   6   0   0   4   7
  0   1   1   6   9   1   8   5   2   1
  9   8   3   4   9   0   6   8   6   6
