
 10
  0  29   2   5  40  53   8  34  13   5
 29   0  45  32   1  90   9  25   4  36
  2  45   0   5  58  45  18  40  25   9
  5  32   5   0  41  26  17  17  20  20
 40   1  58  41   0  97  16  26   9  49
 53  90  45  26  97   0  81  25  82  90
  8   9  18  17  16  81   0  34   1   9
 34  25  40  17  26  25  34   0  29  61
 13   4  25  20   9  82   1  29   0  16
  5  36   9  20  49  90   9  61  16   0
 
  0   0   0   3   8   6   3   9   1   1
  0   0   1   2   7   9   4   5   2   3
  0   1   0   5   6   4   3   8   4   3
  3   2   5   0   5   4   3   2   4   5
  8   7   6   5   0   0   6   6   6   2
  6   9   4   4   0   0   0   4   5   4
  3   4   3   3   6   0   0   6   8   4
  9   5   8   2   6   4   6   0   9   1
  1   2   4   4   6   5   8   9   0   6
  1   3   3   5   2   4   4   1   6   0
 
  9   7   4   1   8   9   3   4   8   1
  5   2   4   9   2   1   1   5   2   1
  8   8   7   1   5   1   0   8   1   1
  2   7   8   2   0   2   5   8   9   6
  7   1   7   4   3   1   1   5   4   3
  1   2   2   9   3   5   8   8   2   5
  1   9   4   6   7   6   0   8   0   6
  2   7   1   6   2   9   5   6   0   2
  6   6   1   9   2   0   7   4   2   7
  2   9   2   0   4   1   5   2   5   6
