
 10
  0 999  34   1  10   1  49  17   4  74
999   0  18  45  10  37 999  13  20  26
 34  18   0  45 999  25  41  37  26   8
  1  45  45   0 999   4  50  16   5 999
 10  10 999 999   0   9 999   5   2  40
  1  37  25   4   9   0  50  20 999  61
 49 999  41  50 999  50   0  10  25  53
 17  13  37  16   5  20  10   0   5  65
  4  20  26   5   2 999  25   5   0  58
 74  26   8 999  40  61  53  65  58   0
 
  0   2   2   4   5   1   3   5   9   6
  2   0   4   4   6   2   0   8   7   0
  2   4   0   1   7   2   9   1   0   1
  4   4   1   0   3   4   9   8   9   9
  5   6   7   3   0   9   9   4   7   7
  1   2   2   4   9   0   1   0   2   3
  3   0   9   9   9   1   0   8   2   1
  5   8   1   8   4   0   8   0   0   6
  9   7   0   9   7   2   2   0   0   6
  6   0   1   9   7   3   1   6   6   0
 
  4   5   1   3   0   9   5   2   4   0
  2   2   3   6   6   5   4   0   1   1
  6   8   3   7   0   1   7   1   2   3
  2   4   1   4   9   2   9   9   5   3
  5   2   8   2   2   0   9   1   9   6
  0   9   1   4   5   8   2   1   6   9
  4   3   7   9   2   9   2   6   2   9
  1   6   2   8   4   2   4   6   2   1
  6   6   8   5   7   3   7   6   4   0
  8   0   3   8   9   5   9   6   3   8
