
 10
  0  65   4   1  25   2  40  50   9  41
 65   0  41  58  50  45  37  25  32  10
  4  41   0   5  29   2  20  26   1  29
  1  58   5   0  16   1  45  53  10  32
 25  50  29  16   0  17  85  85  34  16
  2  45   2   1  17   0  34  40   5  25
 40  37  20  45  85  34   0   2  13  53
 50  25  26  53  85  40   2   0  17  45
  9  32   1  10  34   5  13  17   0  26
 41  10  29  32  16  25  53  45  26   0
 
  0   3   5   4   9   0   8   5   5   1
  3   0   5   2   6   7   0   0   5   7
  5   5   0   8   6   2   8   0   1   2
  4   2   8   0   2   1   3   3   2   9
  9   6   6   2   0   7   6   9   3   2
  0   7   2   1   7   0   1   1   7   8
  8   0   8   3   6   1   0   1   5   1
  5   0   0   3   9   1   1   0   5   7
  5   5   1   2   3   7   5   5   0   6
  1   7   2   9   2   8   1   7   6   0
 
  8   8   3   4   0   4   0   6   9   1
  0   1   8   6   6   7   4   5   9   2
  7   6   7   4   7   4   0   6   5   7
  7   8   7   2   5   6   2   6   8   1
  6   0   4   8   9   7   9   9   8   5
  8   6   3   1   3   8   1   8   3   9
  9   4   0   7   5   3   2   1   1   6
  5   4   5   2   7   5   7   8   6   9
  0   0   7   1   0   8   9   0   3   6
  2   2   2   1   3   9   9   5   8   5
