
 10
  0 999  41 999  53 999 999  37   1  26
999   0  29  52   5   2   9   1  25  50
 41  29   0   5  58  45  68  20 999   9
999  52   5   0 999  74  97  41  37   2
 53   5  58 999   0 999 999  10  40  85
999   2  45  74 999   0   5   5  37  72
999   9  68  97 999   5   0  16 999 999
 37   1  20  41  10   5  16   0  26 999
  1  25 999  37  40  37 999  26   0  25
 26  50   9   2  85  72 999 999  25   0
 
  0   9   9   2   9   4   8   4   5   2
  9   0   7   3   9   6   2   0   7   5
  9   7   0   9   2   6   6   6   5   3
  2   3   9   0   2   3   8   3   5   3
  9   9   2   2   0   9   3   8   6   6
  4   6   6   3   9   0   1   8   7   2
  8   2   6   8   3   1   0   3   9   7
  4   0   6   3   8   8   3   0   2   8
  5   7   5   5   6   7   9   2   0   9
  2   5   3   3   6   2   7   8   9   0
 
  2   3   8   7   4   2   4   1   4   9
  4   4   3   0   3   3   7   4   3   1
  1   2   0   1   3   5   6   6   1   8
  8   5   3   2   0   6   4   6   0   2
  4   7   5   7   1   3   3   9   4   0
  6   1   6   3   9   5   7   9   9   8
  1   4   8   4   3   9   6   6   7   1
  8   5   5   4   8   1   7   1   0   1
  6   6   9   7   4   5   6   3   4   2
  6   8   7   4   7   3   7   7   3   4
