
 10
  0 999  53  61  40 999  45 145 999 999
999   0  45  25   2   5  29 999 999   5
 53  45   0  10  41  74   2  50 999  50
 61  25  10   0 999  40 999  20  29  20
 40   2  41 999   0   5 999  45  10   1
999   5  74  40   5   0  52  68  17 999
 45  29   2 999 999  52   0  40  25 999
145 999  50  20  45  68  40   0  85  40
999 999 999  29  10  17  25  85   0  17
999   5  50  20   1 999 999  40  17   0
 
  0   0   9   2   6   7   5   0   9   4
  0   0   7   2   0   3   3   1   9   1
  9   7   0   0   1   1   9   7   5   3
  2   2   0   0   9   6   4   1   8   9
  6   0   1   9   0   6   2   2   2   6
  7   3   1   6   6   0   3   2   9   9
  5   3   9   4   2   3   0   1   9   6
  0   1   7   1   2   2   1   0   9   8
  9   9   5   8   2   9   9   9   0   2
  4   1   3   9   6   9   6   8   2   0
 
  4   6   2   1   6   6   8   5   7   3
  7   6   4   0   8   0   3   8   9   5
  9   6   3   8   0   2   1   1   6   0
  5   5   5   9   9   0   7   0   9   2
  2   3   8   9   4   6   1   6   0   0
  4   7   0   1   1   6   9   1   8   5
  2   1   9   8   3   4   9   0   6   8
  6   6   7   1   4   6   4   6   7   3
  2   6   2   6   5   8   7   9   7   6
  7   6   9   3   9   9   0   4   5   4
