
 10
  0  41  10   1  61  17  36  16  10   5
 41   0  89  34   4  10  29  25  73  34
 10  89   0  13 113  53  58  34   4  25
  1  34  13   0  50  16  25   9   9   8
 61   4 113  50   0  26  25  29  89  58
 17  10  53  16  26   0  41  25  49   8
 36  29  58  25  25  41   0   4  34  53
 16  25  34   9  29  25   4   0  18  29
 10  73   4   9  89  49  34  18   0  29
  5  34  25   8  58   8  53  29  29   0
 
  0   7   5   2   1   6   9   3   2   2
  7   0   2   6   4   9   9   0   5   3
  5   2   0   5   0   7   6   5   4   6
  2   6   5   0   8   1   6   2   3   7
  1   4   0   8   0   7   8   2   1   3
  6   9   7   1   7   0   3   7   1   0
  9   9   6   6   8   3   0   9   3   3
  3   0   5   2   2   7   9   0   2   3
  2   5   4   3   1   1   3   2   0   2
  2   3   6   7   3   0   3   3   2   0
 
  9   3   1   2   4   5   4   3   9   6
  6   5   5   6   6   9   3   2   2   6
  0   2   6   9   8   5   5   8   7   0
  4   0   2   4   7   3   2   8   0   2
  3   4   4   9   0   5   9   5   0   8
  5   6   0   2   0   0   0   1   3   2
  5   8   7   6   5   6   9   4   4   0
  3   4   3   3   6   0   9   5   8   2
  6   4   6   1   2   4   4   6   5   8
  9   1   3   3   5   2   4   4   1   6
