param n  := 12;
param a  : 1 2 3 4 5 6 7 8 9 10 11 12 := 
1 6.723997226540845 5.0 2.0 4.0 1.0 0.0 0.0 6.0 2.0 1.0 1.0 1.0
2 5.0 11.425995978548512 3.0 0.0 2.0 2.0 2.0 0.0 4.0 5.0 0.0 0.0
3 2.0 3.0 7.183922125081069 0.0 0.0 0.0 0.0 5.0 5.0 2.0 2.0 2.0
4 4.0 0.0 0.0 14.601707936853742 5.0 2.0 2.0 10.0 0.0 0.0 5.0 5.0
5 1.0 2.0 0.0 5.0 15.384190732979615 10.0 0.0 0.0 0.0 5.0 1.0 1.0
6 0.0 2.0 0.0 2.0 10.0 10.880670791707548 5.0 1.0 1.0 5.0 4.0 0.0
7 0.0 2.0 0.0 2.0 0.0 5.0 16.955857625071737 10.0 5.0 2.0 3.0 3.0
8 6.0 0.0 5.0 10.0 0.0 1.0 10.0 24.47039803509508 0.0 0.0 5.0 0.0
9 2.0 4.0 5.0 0.0 0.0 1.0 5.0 0.0 22.968697669042744 0.0 10.0 10.0
10 1.0 5.0 2.0 0.0 5.0 5.0 2.0 0.0 0.0 10.086679757104475 5.0 0.0
11 1.0 0.0 2.0 5.0 1.0 4.0 3.0 5.0 10.0 5.0 18.761132776441233 2.0
12 1.0 0.0 2.0 5.0 1.0 0.0 3.0 0.0 10.0 0.0 2.0 12.347513870112246
;
param b  : 1 2 3 4 5 6 7 8 9 10 11 12 := 
1 12.099932879465916 1.0 2.0 3.0 1.0 2.0 3.0 4.0 2.0 3.0 4.0 5.0
2 1.0 6.100101027077516 1.0 2.0 2.0 1.0 2.0 3.0 3.0 2.0 3.0 4.0
3 2.0 1.0 6.100101027077498 1.0 3.0 2.0 1.0 2.0 4.0 3.0 2.0 3.0
4 3.0 2.0 1.0 12.099932879465904 4.0 3.0 2.0 1.0 5.0 4.0 3.0 2.0
5 1.0 2.0 3.0 4.0 12.099722826552023 1.0 2.0 3.0 1.0 2.0 3.0 4.0
6 2.0 1.0 2.0 3.0 1.0 6.0998135564043565 1.0 2.0 2.0 1.0 2.0 3.0
7 3.0 2.0 1.0 2.0 2.0 1.0 6.0998135564043645 1.0 3.0 2.0 1.0 2.0
8 4.0 3.0 2.0 1.0 3.0 2.0 1.0 12.099722826551991 4.0 3.0 2.0 1.0
9 2.0 3.0 4.0 5.0 1.0 2.0 3.0 4.0 12.099932879465937 1.0 2.0 3.0
10 3.0 2.0 3.0 4.0 2.0 1.0 2.0 3.0 1.0 6.1001010270775025 1.0 2.0
11 4.0 3.0 2.0 3.0 3.0 2.0 1.0 2.0 2.0 1.0 6.100101027077509 1.0
12 5.0 4.0 3.0 2.0 4.0 3.0 2.0 1.0 3.0 2.0 1.0 12.099932879465904
;
param c  : 1 2 3 4 5 6 7 8 9 10 11 12 := 
1 -81.3599151228592 -41.01706238768818 -41.01706238768806 -81.35991512285912 -81.35850272764877 -41.01512943567914 -41.0151294356792 -81.35850272764854 -81.35991512285935 -41.01706238768809 -41.01706238768813 -81.35991512285912
2 -138.25378442148448 -69.69972980412734 -69.69972980412714 -138.25378442148434 -138.25138435773505 -69.69644516537187 -69.69644516537197 -138.25138435773468 -138.2537844214847 -69.69972980412719 -69.69972980412726 -138.25378442148434
3 -86.92497552479108 -43.82265073365192 -43.82265073365179 -86.924975524791 -86.92346652101553 -43.8205855667227 -43.820585566722755 -86.9234665210153 -86.92497552479124 -43.82265073365182 -43.82265073365187 -86.924975524791
4 -176.679685961495 -89.07189358268742 -89.07189358268717 -176.67968596149484 -176.67661883019508 -89.06769601987754 -89.06769601987766 -176.6766188301946 -176.67968596149532 -89.07189358268724 -89.07189358268732 -176.67968596149484
5 -186.1476752739549 -93.84511769100536 -93.84511769100507 -186.1476752739547 -186.14444377986354 -93.84069518733934 -93.84069518733945 -186.14444377986305 -186.14767527395523 -93.84511769100514 -93.84511769100524 -186.1476752739547
6 -131.6553862632266 -66.37319107178755 -66.37319107178735 -131.65538626322646 -131.6531007466217 -66.37006319803062 -66.3700631980307 -131.65310074662133 -131.65538626322683 -66.37319107178739 -66.37319107178746 -131.65538626322646
7 -205.16473917714836 -103.43244451368022 -103.43244451367993 -205.16473917714816 -205.16117754984666 -103.42757020187476 -103.42757020187489 -205.16117754984612 -205.16473917714873 -103.43244451368 -103.43244451368011 -205.16473917714816
8 -296.0901737584651 -149.27190018687912 -149.2719001868787 -296.0901737584648 -296.0850336800537 -149.2648656650835 -149.2648656650837 -296.08503368005296 -296.09017375846565 -149.2719001868788 -149.27190018687895 -296.0901737584648
9 -277.91970012416243 -140.11137624156058 -140.11137624156018 -277.91970012416215 -277.9148754822887 -140.10477341458008 -140.10477341458025 -277.914875482288 -277.91970012416294 -140.11137624156027 -140.1113762415604 -277.91970012416215
10 -122.04814803763172 -61.529765546114994 -61.52976554611482 -122.04814803763159 -122.04602930115723 -61.52686592149528 -61.526865921495364 -122.0460293011569 -122.04814803763193 -61.52976554611486 -61.52976554611492 -122.04814803763159
11 -227.00844733768693 -114.44480531870681 -114.44480531870647 -227.0084473376867 -227.00450650707933 -114.43941204323833 -114.43941204323849 -227.00450650707873 -227.00844733768736 -114.44480531870656 -114.44480531870667 -227.0084473376867
12 -149.4040890566326 -75.32108204092559 -75.32108204092536 -149.40408905663244 -149.40149542536486 -75.3175324928015 -75.3175324928016 -149.40149542536446 -149.40408905663287 -75.32108204092542 -75.3210820409255 -149.40408905663244
;
param s  : 1 2 3 4 5 6 7 8 9 10 11 12 := 
1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
;
param t  : 1 2 3 4 5 6 7 8 9 10 11 12 := 
1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
;
