
 10
  0  41  10   1  61  17  36  16  10   5
 41   0 999  34 999  10  29  25 999 999
 10 999   0  13 113 999  58  34   4  25
  1  34  13   0  50  16  25 999   9   8
 61 999 113  50   0  26  25  29  89  58
 17  10 999  16  26   0  41  25  49   8
 36  29  58  25  25  41   0   4  34  53
 16  25  34 999  29  25   4   0  18  29
 10 999   4   9  89  49  34  18   0  29
  5 999  25   8  58   8  53  29  29   0
 
  0   1   4   2   4   2   2   3   3   1
  1   0   3   6   2   4   0   6   5   5
  4   3   0   2   7   9   1   9   4   1
  2   6   2   0   2   5   2   6   1   5
  4   2   7   2   0   8   4   6   1   0
  2   4   9   5   8   0   3   2   4   1
  2   0   1   2   4   3   0   4   5   7
  3   6   9   6   6   2   4   0   4   0
  3   5   4   1   1   4   5   4   0   5
  1   5   1   5   0   1   7   0   5   0
 
  8   9   6   7   1   7   4   3   1   1
  5   4   3   1   2   2   9   3   5   8
  8   2   5   1   9   4   6   7   6   0
  8   0   6   2   7   1   6   2   9   5
  6   0   2   6   6   1   9   2   0   7
  4   2   7   2   9   2   0   4   1   5
  2   5   6   7   4   5   0   7   3   5
  3   6   0   6   6   0   9   8   9   7
  1   3   1   2   1   6   0   7   3   1
  6   4   8   3   3   1   5   3   4   6
