
 10
  0  64   9   2 999 999   1  10  16  17
 64   0  25  82  37  34  65  58  80  17
  9  25   0  17   2   9  10 999  25   2
  2  82  17   0   9  32   1   8 999  25
999  37   2   9   0  17 999 999 999   4
999  34   9  32  17   0  25 999  58  17
  1  65  10   1 999  25   0 999   9  16
 10  58 999   8 999 999 999   0   2  13
 16  80  25 999 999  58   9   2   0 999
 17  17   2  25   4  17  16  13 999   0
 
  0   8   7   6   6   0   7   2   2   4
  8   0   0   5   7   5   6   2   0   3
  7   0   0   4   7   4   1   9   9   3
  6   5   4   0   4   3   4   8   4   1
  6   7   7   4   0   0   1   4   6   6
  0   5   4   3   0   0   2   3   3   6
  7   6   1   4   1   2   0   2   1   1
  2   2   9   8   4   3   2   0   4   2
  2   0   9   4   6   3   1   4   0   0
  4   3   3   1   6   6   1   2   0   0
 
  4   9   1   8   8   8   1   2   3   5
  6   8   0   5   2   8   2   1   1   5
  2   4   0   6   1   3   8   8   4   4
  1   3   1   2   7   5   4   4   7   1
  9   7   1   7   5   9   1   2   3   4
  2   9   6   7   0   6   8   6   8   5
  6   0   6   4   8   0   4   2   1   0
  1   4   3   2   2   2   4   4   8   1
  4   9   2   4   1   1   4   5   5   8
  8   2   6   7   4   7   0   3   7   1
