
 10
  0   4  10  26  41  13   4  17  58  45
  4   0  18  10  25  29   8  25  74  37
 10  18   0  52  37  29  26   1  20  25
 26  10  52   0  25  65  26  61 128  53
 41  25  37  25   0 100  61  36  73   8
 13  29  29  65 100   0   9  40  81 100
  4   8  26  26  61   9   0  37  90  73
 17  25   1  61  36  40  37   0  13  20
 58  74  20 128  73  81  90  13   0  37
 45  37  25  53   8 100  73  20  37   0
 
  0   1   6   5   9   0   8   0   6   8
  1   0   0   5   9   9   9   0   9   3
  6   0   0   5   0   2   4   4   1   4
  5   5   5   0   7   2   6   7   8   9
  9   9   0   7   0   3   1   0   5   0
  0   9   2   2   3   0   6   1   2   6
  8   9   4   6   1   6   0   1   1   8
  0   0   4   7   0   1   1   0   9   6
  6   9   1   8   5   2   1   9   0   6
  8   3   4   9   0   6   8   6   6   0
 
  7   1   4   6   4   6   7   3   2   6
  2   6   5   8   7   9   7   6   7   6
  9   3   9   9   0   4   5   4   8   6
  1   7   8   1   2   3   0   4   9   1
  6   5   8   4   9   8   7   5   6   8
  9   9   2   3   2   6   3   1   0   0
  7   4   1   1   5   9   4   4   2   4
  6   4   6   3   9   0   9   4   1   8
  4   4   7   9   5   2   9   5   9   6
  6   0   7   5   9   3   1   6   5   3
