
 10
  0  20  50 999  45 100  18  26  13  41
 20   0  10  16  29  80   2  58  17  49
 50  10   0  18 999  50  20  72  25  45
999  16  18   0   5  32  26  18   1   9
 45  29 999   5   0  13 999  29 999 999
100  80  50  32  13   0 106  50  41  17
 18   2  20  26 999 106   0 999  25  65
 26  58  72  18  29  50 999   0  13 999
 13  17  25   1 999  41  25  13   0  10
 41  49  45   9 999  17  65 999  10   0
 
  0   9   4   3   9   6   8   2   6   6
  9   0   1   9   6   1   2   8   8   9
  4   1   0   6   8   7   1   6   1   4
  3   9   6   0   2   0   5   6   4   8
  9   6   8   2   0   3   7   0   6   7
  6   1   7   0   3   0   9   7   4   2
  8   2   1   5   7   9   0   1   6   0
  2   8   6   6   0   7   1   0   2   9
  6   8   1   4   6   4   6   2   0   6
  6   9   4   8   7   2   0   9   6   0
 
  5   8   4   9   8   7   5   6   8   9
  9   2   3   2   6   3   1   0   0   7
  4   1   1   5   9   4   4   2   4   6
  4   6   3   9   0   9   4   1   8   4
  4   7   9   5   2   9   5   9   6   6
  0   7   5   9   3   1   6   5   3   4
  0   0   8   8   5   6   2   9   4   1
  4   9   3   8   9   9   6   3   8   4
  8   5   0   7   4   9   6   1   6   5
  3   2   3   8   7   2   5   4   9   2
