param n  := 8;
param a  : 1 2 3 4 5 6 7 8 := 
1 7.365823252083261 5.0 2.0 4.0 1.0 0.0 0.0 6.0
2 5.0 9.340016516892671 3.0 0.0 2.0 2.0 2.0 0.0
3 2.0 3.0 6.17024380361065 0.0 0.0 0.0 0.0 5.0
4 4.0 0.0 0.0 8.441580193446477 5.0 2.0 2.0 10.0
5 1.0 2.0 0.0 5.0 13.699868291838666 10.0 0.0 0.0
6 0.0 2.0 0.0 2.0 10.0 10.806972851842943 5.0 1.0
7 0.0 2.0 0.0 2.0 0.0 5.0 14.34397091776126 10.0
8 6.0 0.0 5.0 10.0 0.0 1.0 10.0 24.502093943708182
;
param b  : 1 2 3 4 5 6 7 8 := 
1 8.100000291220598 1.0 2.0 3.0 1.0 2.0 3.0 4.0
2 1.0 4.100000241666246 1.0 2.0 2.0 1.0 2.0 3.0
3 2.0 1.0 4.100000241666238 1.0 3.0 2.0 1.0 2.0
4 3.0 2.0 1.0 8.100000291220585 4.0 3.0 2.0 1.0
5 1.0 2.0 3.0 4.0 8.100000291220608 1.0 2.0 3.0
6 2.0 1.0 2.0 3.0 1.0 4.100000241666245 1.0 2.0
7 3.0 2.0 1.0 2.0 2.0 1.0 4.1000002416662475 1.0
8 4.0 3.0 2.0 1.0 3.0 2.0 1.0 8.100000291220601
;
param c  : 1 2 3 4 5 6 7 8 := 
1 -59.66317048695386 -30.19987711361222 -30.199877113612164 -59.66317048695377 -59.66317048695394 -30.199877113612214 -30.199877113612235 -59.66317048695389
2 -75.65413650683583 -38.29406997642668 -38.294069976426606 -75.65413650683571 -75.65413650683593 -38.29406997642667 -38.2940699764267 -75.65413650683585
3 -49.97897660614835 -25.298001085943323 -25.298001085943273 -49.97897660614828 -49.97897660614842 -25.298001085943316 -25.298001085943334 -49.97897660614838
4 -68.3768020252785 -34.61048083317555 -34.61048083317548 -68.37680202527838 -68.37680202527858 -34.610480833175544 -34.610480833175565 -68.37680202527852
5 -110.96893715357702 -56.16946330733427 -56.169463307334155 -110.96893715357685 -110.96893715357717 -56.169463307334254 -56.16946330733429 -110.96893715357707
6 -87.53648324714092 -44.30859130423662 -44.308591304236536 -87.5364832471408 -87.53648324714105 -44.308591304236614 -44.30859130423664 -87.53648324714096
7 -116.18616861112598 -58.810284229274764 -58.81028422927465 -116.18616861112581 -116.18616861112613 -58.81028422927475 -58.81028422927479 -116.18616861112604
8 -198.46696807955072 -100.45859109053261 -100.45859109053241 -198.4669680795504 -198.46696807955098 -100.45859109053258 -100.45859109053265 -198.4669680795508
;
param s  : 1 2 3 4 5 6 7 8 := 
1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
;
param t  : 1 2 3 4 5 6 7 8 := 
1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
;
