 10

  0  41  82  37  10  17  90  40   4  17
 41   0  25  26  13  10  17  37  61  26
 82  25   0  13  36  25   4  18  90  29
 37  26  13   0  13   8  25   1  37   4
 10  13  36  13   0   1  40  18  18   5
 17  10  25   8   1   0  29  13  25   4
 90  17   4  25  40  29   0  34 106  41
 40  37  18   1  18  13  34   0  36   5
  4  61  90  37  18  25 106  36   0  17
 17  26  29   4   5   4  41   5  17   0

  0   1   6   4   2   9   9   1   4   3
  1   0   1   0   3   7   3   1   5   1
  6   1   0   1   0   1   7   0   8   8
  4   0   1   0   8   0   1   1   0   1
  2   3   0   8   0   7   9   2   1   8
  9   7   1   0   7   0   2   5   1   6
  9   3   7   1   9   2   0   9   1   7
  1   1   0   1   2   5   9   0   2   0
  4   5   8   0   1   1   1   2   0   0
  3   1   8   1   8   6   7   0   0   0

  3   0   0   3   9   2   7   5   6   0
  7   3   3   8   4   0   0   6   5   0
  8   2   4   5   3   3   0   3   7   2
  4   4   0   6   4   2   4   8   3   0
  4   5   3   9   5   3   5   0   2   8
  6   4   0   5   2   0   5   3   9   3
  2   8   2   0   2   7   5   4   8   1
  9   8   7   5   9   1   3   4   2   0
  6   7   6   2   7   8   7   7   5   9
  6   4   6   2   2   9   1   0   7   7
