
 10
  0  82  40  68  74  40 106  40   4  18
 82   0  18   2  20  10  16  74  50  40
 40  18   0  20  50  16  58  80  20  34
 68   2  20   0  10   4  10  52  40  26
 74  20  50  10   0  10   4  26  50  20
 40  10  16   4  10   0  18  32  20  10
106  16  58  10   4  18   0  50  74  40
 40  74  80  52  26  32  50   0  36  10
  4  50  20  40  50  20  74  36   0  10
 18  40  34  26  20  10  40  10  10   0
 
  0   1   0   7   1   4   6   1   2   5
  1   0   0   4   5   2   3   8   9   9
  0   0   0   1   9   4   9   4   5   3
  7   4   1   0   4   6   0   4   9   1
  1   5   9   4   0   4   9   7   6   6
  4   2   4   6   4   0   4   9   6   5
  6   3   9   0   9   4   0   5   0   3
  1   8   4   4   7   9   5   0   7   4
  2   9   5   9   6   6   0   7   0   0
  5   9   3   1   6   5   3   4   0   0
 
  0   8   8   5   6   2   9   4   1   4
  9   3   8   9   9   6   3   8   4   8
  5   0   7   4   9   6   1   6   5   3
  2   3   8   7   2   5   4   9   2   8
  5   5   5   1   5   0   0   1   2   0
  4   7   5   7   0   5   9   4   8   8
  6   6   9   4   9   3   3   6   3   5
  0   3   3   5   1   2   0   4   3   1
  8   2   9   7   6   6   2   9   3   8
  5   1   6   1   8   0   6   6   7   8
