
 10
  0  20 999   5  34 999  20   4  32  13
 20   0  64 999 106  73  40  40 999   5
999  64   0 999  26   9  72 999  36 999
  5 999 999   0  37  26   5  13  29  26
 34 106  26  37   0   5  50  18   2  85
999  73   9  26   5   0 999   5   9  52
 20  40  72   5  50 999   0  32  36  49
  4  40 999  13  18   5  32   0  20 999
 32 999  36  29   2   9  36  20   0  85
 13   5 999  26  85  52  49 999  85   0
 
  0   8   2   3   2   3   0   8   9   7
  8   0   5   3   7   2   3   2   0   0
  2   5   0   6   8   1   3   6   6   6
  3   3   6   0   9   9   1   6   9   5
  2   7   8   9   0   4   0   2   4   4
  3   2   1   9   4   0   3   7   3   6
  0   3   3   1   0   3   0   3   8   7
  8   2   6   6   2   7   3   0   8   7
  9   0   6   9   4   3   8   8   0   4
  7   0   6   5   4   6   7   7   4   0
 
  0   0   9   6   1   5   9   7   4   4
  8   0   3   1   0   4   7   6   1   6
  0   1   1   4   3   1   0   2   9   5
  9   5   1   2   2   2   3   9   5   1
  8   6   1   4   3   3   4   2   6   4
  2   8   9   6   2   0   2   9   1   4
  2   6   7   3   3   7   6   5   9   0
  1   5   7   3   4   3   4   8   4   3
  0   3   8   9   8   4   1   2   6   9
  1   6   8   4   1   9   1   2   8   2
